fecha,año,trimestre,mes,nombre_mes,dia,dia_semana,nombre_dia,semana_año,priceOpen,priceHigh,priceLow,priceClose,volume,rendimiento_diario,volatilidad_diaria,rango_cuerpo,direccion,media_movil_7d,media_movil_30d,rendimiento_vs_anterior
2018-08-22,2018,3,8,August,22,2,Wednesday,34,6486.25,6816.79,6310.11,6376.71,4668110000.0,-1.6888,7.8116,109.54,0,6376.71,6376.71,
2018-08-23,2018,3,8,August,23,3,Thursday,34,6371.34,6546.54,6371.34,6534.88,3426180000.0,2.5668,2.7498,163.54,1,6455.795,6455.795,2.4804
2018-08-24,2018,3,8,August,24,4,Friday,34,6551.52,6719.96,6498.64,6719.96,4097820000.0,2.571,3.3781,168.44,1,6543.85,6543.85,2.8322
2018-08-25,2018,3,8,August,25,5,Saturday,34,6719.95,6789.63,6700.96,6763.19,3312600000.0,0.6435,1.3195,43.24,1,6598.685,6598.685,0.6433
2018-08-26,2018,3,8,August,26,6,Sunday,34,6754.64,6774.75,6620.75,6707.26,3295500000.0,-0.7014,2.2799,47.38,0,6620.4,6620.4,-0.827
2018-08-27,2018,3,8,August,27,0,Monday,35,6710.8,6884.64,6689.71,6884.64,4019000000.0,2.5905,2.9047,173.84,1,6664.44,6664.44,2.6446
2018-08-28,2018,3,8,August,28,1,Tuesday,35,6891.08,7109.56,6882.34,7096.28,4659940000.0,2.9778,3.2973,205.2,1,6726.1314,6726.1314,3.0741
2018-08-29,2018,3,8,August,29,2,Wednesday,35,7091.71,7113.3,6970.82,7047.16,4145880000.0,-0.6282,2.0091,44.55,0,6821.91,6766.26,-0.6922
2018-08-30,2018,3,8,August,30,3,Thursday,35,7043.76,7072.69,6834.69,6978.23,4463250000.0,-0.9303,3.3789,65.53,0,6885.2457,6789.8122,-0.9781
2018-08-31,2018,3,8,August,31,4,Friday,35,6973.97,7057.17,6920.16,7037.58,4495650000.0,0.9121,1.9646,63.61,1,6930.62,6814.589,0.8505
2018-09-01,2018,3,9,September,1,5,Saturday,35,7044.81,7242.29,7038.05,7193.25,4116050000.0,2.1071,2.8992,148.44,1,6992.0571,6849.0127,2.212
2018-09-02,2018,3,9,September,2,6,Sunday,35,7189.58,7306.31,7132.16,7272.72,4329540000.0,1.1564,2.4223,83.14,1,7072.8371,6884.3217,1.1048
2018-09-03,2018,3,9,September,3,0,Monday,36,7279.03,7317.94,7208.15,7260.06,4087760000.0,-0.2606,1.5083,18.97,0,7126.4686,6913.2246,-0.1741
2018-09-04,2018,3,9,September,4,1,Tuesday,36,7263.0,7388.26,7255.44,7361.66,4273640000.0,1.3584,1.8287,98.66,1,7164.38,6945.2557,1.3994
2018-09-05,2018,3,9,September,5,2,Wednesday,36,7361.46,7388.43,6792.83,6792.83,5800460000.0,-7.7244,8.0908,568.63,0,7128.0471,6935.094,-7.7269
2018-09-06,2018,3,9,September,6,3,Thursday,36,6755.14,6755.14,6404.72,6529.17,5523470000.0,-3.3452,5.1875,225.97,0,7063.8957,6909.7238,-3.8814
2018-09-07,2018,3,9,September,7,4,Friday,36,6528.92,6555.29,6396.87,6467.07,4264680000.0,-0.9473,2.4264,61.85,0,6982.3943,6883.6853,-0.9511
2018-09-08,2018,3,9,September,8,5,Saturday,36,6460.17,6534.25,6197.52,6225.98,3835060000.0,-3.6251,5.2124,234.19,0,6844.2129,6847.1461,-3.728
2018-09-09,2018,3,9,September,9,6,Sunday,36,6223.38,6446.26,6201.22,6300.86,3671890000.0,1.245,3.9374,77.48,1,6705.3757,6818.3942,1.2027
2018-09-10,2018,3,9,September,10,0,Monday,37,6301.57,6374.98,6292.76,6329.7,3714100000.0,0.4464,1.3048,28.13,1,6572.4671,6793.9595,0.4577
2018-09-11,2018,3,9,September,11,1,Tuesday,37,6331.88,6398.92,6260.21,6321.2,3849910000.0,-0.1687,2.1907,10.68,0,6423.83,6771.4471,-0.1343
2018-09-12,2018,3,9,September,12,2,Wednesday,37,6317.01,6363.87,6265.09,6351.8,4064230000.0,0.5507,1.5637,34.79,1,6360.8257,6752.3723,0.4841
2018-09-13,2018,3,9,September,13,3,Thursday,37,6354.24,6535.41,6354.24,6517.31,4210910000.0,2.5663,2.8512,163.07,1,6359.1314,6742.1522,2.6057
2018-09-14,2018,3,9,September,14,4,Friday,37,6515.41,6596.1,6456.17,6512.71,4076220000.0,-0.0414,2.1477,2.7,0,6365.6514,6732.5921,-0.0706
2018-09-15,2018,3,9,September,15,5,Saturday,37,6509.4,6561.72,6493.55,6543.2,3216300000.0,0.5192,1.0473,33.8,1,6410.9686,6725.0164,0.4682
2018-09-16,2018,3,9,September,16,6,Sunday,37,6536.68,6544.33,6460.1,6517.18,3273730000.0,-0.2983,1.2886,19.5,0,6441.8714,6717.0227,-0.3977
2018-09-17,2018,3,9,September,17,0,Monday,38,6514.06,6540.21,6257.52,6281.2,3910780000.0,-3.5747,4.3397,232.86,0,6434.9429,6700.8811,-3.6209
2018-09-18,2018,3,9,September,18,1,Tuesday,38,6280.91,6384.18,6265.71,6371.3,4180090000.0,1.4391,1.8862,90.39,1,6442.1,6689.1104,1.4344
2018-09-19,2018,3,9,September,19,2,Wednesday,38,6371.85,6448.46,6208.34,6398.54,4431340000.0,0.4189,3.7685,26.69,1,6448.7771,6679.0907,0.4275
2018-09-20,2018,3,9,September,20,3,Thursday,38,6398.85,6529.26,6395.95,6519.67,4348110000.0,1.8882,2.0833,120.82,1,6449.1143,6673.7767,1.8931
2018-09-21,2018,3,9,September,21,4,Friday,38,6513.87,6794.33,6496.36,6734.95,6531940000.0,3.394,4.5744,221.08,1,6480.8629,6685.718,3.302
2018-09-22,2018,3,9,September,22,5,Saturday,38,6735.05,6814.56,6616.8,6721.98,4509660000.0,-0.1941,2.9363,13.07,0,6506.4029,6691.9547,-0.1926
2018-09-23,2018,3,9,September,23,6,Sunday,38,6715.32,6766.15,6679.42,6710.63,4197500000.0,-0.0698,1.2915,4.69,0,6534.0386,6691.6437,-0.1688
2018-09-24,2018,3,9,September,24,0,Monday,39,6704.77,6713.56,6580.9,6595.41,4177310000.0,-1.6311,1.9786,109.36,0,6578.9257,6686.051,-1.717
2018-09-25,2018,3,9,September,25,1,Tuesday,39,6603.64,6603.64,6381.86,6446.47,4726180000.0,-2.3801,3.3585,157.17,0,6589.6643,6677.358,-2.2582
2018-09-26,2018,3,9,September,26,2,Wednesday,39,6452.79,6585.91,6397.89,6495.0,4437300000.0,0.6541,2.9138,42.21,1,6603.4443,6664.37,0.7528
2018-09-27,2018,3,9,September,27,3,Thursday,39,6495.29,6712.1,6464.95,6676.75,4606810000.0,2.7937,3.8051,181.46,1,6625.8843,6650.3857,2.7983
2018-09-28,2018,3,9,September,28,4,Friday,39,6678.75,6785.03,6598.32,6644.13,5014430000.0,-0.5184,2.7956,34.62,0,6612.91,6636.9513,-0.4886
2018-09-29,2018,3,9,September,29,5,Saturday,39,6643.1,6643.1,6511.65,6601.96,4363690000.0,-0.6193,1.9787,41.14,0,6595.7643,6624.409,-0.6347
2018-09-30,2018,3,9,September,30,6,Sunday,39,6604.71,6643.78,6566.54,6625.56,4002280000.0,0.3157,1.1695,20.85,1,6583.6114,6610.675,0.3575
2018-10-01,2018,4,10,October,1,0,Monday,40,6619.85,6653.3,6549.08,6589.62,4000970000.0,-0.4567,1.5744,30.23,0,6582.7843,6590.554,-0.5424
2018-10-02,2018,4,10,October,2,1,Tuesday,40,6593.24,6611.84,6537.9,6556.1,3979260000.0,-0.5633,1.1215,37.14,0,6598.4457,6566.6667,-0.5087
2018-10-03,2018,4,10,October,3,2,Wednesday,40,6553.86,6571.46,6454.03,6502.59,3887310000.0,-0.7823,1.7918,51.27,0,6599.53,6541.4177,-0.8162
2018-10-04,2018,4,10,October,4,3,Thursday,40,6497.91,6603.31,6497.91,6576.69,3838410000.0,1.2124,1.6221,78.78,1,6585.2357,6515.252,1.1395
2018-10-05,2018,4,10,October,5,4,Friday,40,6574.15,6623.62,6557.41,6622.48,3671500000.0,0.7352,1.0071,48.33,1,6582.1429,6509.5737,0.6962
2018-10-06,2018,4,10,October,6,5,Saturday,40,6622.45,6628.54,6577.8,6588.31,3259740000.0,-0.5155,0.7662,34.14,0,6580.1929,6511.545,-0.516
2018-10-07,2018,4,10,October,7,6,Sunday,40,6590.68,6641.49,6557.04,6602.95,3306630000.0,0.1862,1.2814,12.27,1,6576.9629,6516.0743,0.2222
2018-10-08,2018,4,10,October,8,0,Monday,41,6600.19,6675.06,6576.04,6652.23,3979460000.0,0.7885,1.5003,52.04,1,6585.9071,6530.2827,0.7463
2018-10-09,2018,4,10,October,9,1,Tuesday,41,6653.08,6661.41,6606.94,6642.64,3580810000.0,-0.1569,0.8187,10.44,0,6598.27,6541.6753,-0.1442
2018-10-10,2018,4,10,October,10,2,Wednesday,41,6640.29,6640.29,6538.96,6585.53,3787650000.0,-0.8247,1.526,54.76,0,6610.1186,6550.203,-0.8597
2018-10-11,2018,4,10,October,11,3,Thursday,41,6586.74,6586.74,6243.74,6256.24,5181640000.0,-5.0177,5.2074,330.5,0,6564.34,6548.0377,-5.0002
2018-10-12,2018,4,10,October,12,4,Friday,41,6239.25,6328.5,6236.47,6274.58,3783500000.0,0.5663,1.475,35.33,1,6514.64,6545.4637,0.2931
2018-10-13,2018,4,10,October,13,5,Saturday,41,6278.08,6308.51,6259.81,6285.99,3064030000.0,0.126,0.7757,7.91,1,6471.4514,6537.753,0.1818
2018-10-14,2018,4,10,October,14,6,Sunday,41,6288.49,6363.21,6280.15,6290.93,3085320000.0,0.0388,1.3208,2.44,1,6426.8771,6530.3603,0.0786
2018-10-15,2018,4,10,October,15,0,Monday,42,6292.64,6965.06,6258.68,6596.54,7370770000.0,4.8295,11.2255,303.9,1,6418.9214,6532.1383,4.8579
2018-10-16,2018,4,10,October,16,1,Tuesday,42,6601.41,6673.59,6571.37,6596.11,4074800000.0,-0.0803,1.5485,5.3,0,6412.2743,6534.7693,-0.0065
2018-10-17,2018,4,10,October,17,2,Wednesday,42,6590.52,6601.21,6517.45,6544.43,4088420000.0,-0.6993,1.2709,46.09,0,6406.4029,6543.5437,-0.7835
2018-10-18,2018,4,10,October,18,3,Thursday,42,6542.33,6567.54,6450.04,6476.71,3924080000.0,-1.003,1.796,65.62,0,6437.8986,6547.0573,-1.0348
2018-10-19,2018,4,10,October,19,4,Friday,42,6478.07,6493.68,6445.31,6465.41,3578870000.0,-0.1954,0.7467,12.66,0,6465.16,6549.2863,-0.1745
2018-10-20,2018,4,10,October,20,5,Saturday,42,6460.92,6497.72,6449.0,6489.19,3379130000.0,0.4376,0.7541,28.27,1,6494.1886,6548.2703,0.3678
2018-10-21,2018,4,10,October,21,6,Sunday,42,6490.09,6556.38,6476.0,6482.35,3253610000.0,-0.1193,1.2385,7.74,0,6521.5343,6539.8503,-0.1054
2018-10-22,2018,4,10,October,22,0,Monday,43,6486.05,6543.8,6462.98,6487.16,3672860000.0,0.0171,1.2461,1.11,1,6505.9086,6532.023,0.0742
2018-10-23,2018,4,10,October,23,1,Tuesday,43,6472.36,6506.01,6451.27,6475.74,3716150000.0,0.0522,0.8458,3.38,1,6488.7129,6524.1933,-0.176
2018-10-24,2018,4,10,October,24,2,Wednesday,43,6478.89,6521.99,6468.86,6495.84,3424670000.0,0.2616,0.82,16.95,1,6481.7714,6520.8743,0.3104
2018-10-25,2018,4,10,October,25,3,Thursday,43,6484.65,6504.65,6447.03,6476.29,3230550000.0,-0.1289,0.8886,8.36,0,6481.7114,6521.8683,-0.301
2018-10-26,2018,4,10,October,26,4,Friday,43,6468.44,6498.29,6449.61,6474.75,3306050000.0,0.0976,0.7526,6.31,1,6483.0457,6521.1933,-0.0238
2018-10-27,2018,4,10,October,27,5,Saturday,43,6480.84,6507.41,6453.53,6480.38,3393250000.0,-0.0071,0.8314,0.46,0,6481.7871,6514.6477,0.087
2018-10-28,2018,4,10,October,28,6,Sunday,43,6482.66,6502.28,6447.91,6486.39,3445190000.0,0.0575,0.8387,3.73,1,6482.3643,6509.3897,0.0927
2018-10-29,2018,4,10,October,29,0,Monday,44,6492.35,6503.6,6306.99,6332.63,4199910000.0,-2.4601,3.0283,159.72,0,6460.2886,6500.412,-2.3705
2018-10-30,2018,4,10,October,30,1,Tuesday,44,6337.04,6364.99,6310.14,6334.27,3781100000.0,-0.0437,0.8655,2.77,0,6440.0786,6490.7023,0.0259
2018-10-31,2018,4,10,October,31,2,Wednesday,44,6336.99,6349.16,6316.88,6317.61,4191240000.0,-0.3058,0.5094,19.38,0,6414.6171,6481.6353,-0.263
2018-11-01,2018,4,11,November,1,3,Thursday,44,6318.14,6547.14,6311.83,6377.78,3789400000.0,0.9439,3.7244,59.64,1,6400.5443,6475.6913,0.9524
2018-11-02,2018,4,11,November,2,4,Friday,44,6378.92,6396.86,6327.38,6388.44,4234870000.0,0.1492,1.0892,9.52,1,6388.2143,6471.8863,0.1671
2018-11-03,2018,4,11,November,3,5,Saturday,44,6387.24,6400.07,6342.37,6361.26,3658640000.0,-0.4067,0.9034,25.98,0,6371.1971,6464.7053,-0.4255
2018-11-04,2018,4,11,November,4,6,Sunday,44,6365.47,6388.63,6294.57,6376.13,4390020000.0,0.1675,1.4777,10.66,1,6355.4457,6456.4937,0.2338
2018-11-05,2018,4,11,November,5,0,Monday,45,6363.62,6480.59,6363.62,6419.66,4174800000.0,0.8806,1.8381,56.04,1,6367.8786,6450.872,0.6827
2018-11-06,2018,4,11,November,6,1,Tuesday,45,6433.38,6463.55,6408.16,6461.01,4700040000.0,0.4295,0.861,27.63,1,6385.9843,6446.1407,0.6441
2018-11-07,2018,4,11,November,7,2,Wednesday,45,6468.5,6552.16,6468.31,6530.14,4941260000.0,0.9529,1.2963,61.64,1,6416.3457,6442.071,1.07
2018-11-08,2018,4,11,November,8,3,Thursday,45,6522.27,6536.92,6438.53,6453.72,4665260000.0,-1.051,1.5085,68.55,0,6427.1943,6435.7737,-1.1703
2018-11-09,2018,4,11,November,9,4,Friday,45,6442.6,6456.46,6373.37,6385.62,4346820000.0,-0.8844,1.2897,56.98,0,6426.7914,6429.11,-1.0552
2018-11-10,2018,4,11,November,10,5,Saturday,45,6386.13,6437.28,6385.31,6409.22,3705320000.0,0.3616,0.8138,23.09,1,6433.6429,6434.2093,0.3696
2018-11-11,2018,4,11,November,11,6,Sunday,45,6413.63,6423.25,6350.17,6411.27,3939060000.0,-0.0368,1.1394,2.36,0,6438.6629,6438.7657,0.032
2018-11-12,2018,4,11,November,12,0,Monday,46,6411.76,6434.21,6360.47,6371.27,4295770000.0,-0.6315,1.1501,40.49,0,6431.75,6441.6083,-0.6239
2018-11-13,2018,4,11,November,13,1,Tuesday,46,6373.19,6395.27,6342.67,6359.49,4503800000.0,-0.215,0.8253,13.7,0,6417.2471,6443.8937,-0.1849
2018-11-14,2018,4,11,November,14,2,Wednesday,46,6351.24,6371.55,5544.09,5738.35,7398940000.0,-9.6499,13.0283,612.89,0,6304.1343,6415.2873,-9.7671
2018-11-15,2018,4,11,November,15,3,Thursday,46,5736.15,5774.82,5358.38,5648.03,7032140000.0,-1.5362,7.2599,88.12,0,6189.0357,6383.6847,-1.574
2018-11-16,2018,4,11,November,16,4,Friday,46,5645.32,5657.02,5498.94,5575.55,5279320000.0,-1.2359,2.8002,69.77,0,6073.3114,6351.3887,-1.2833
2018-11-17,2018,4,11,November,17,5,Saturday,46,5578.58,5578.58,5519.56,5554.33,4303150000.0,-0.4347,1.058,24.25,0,5951.1843,6320.6427,-0.3806
2018-11-18,2018,4,11,November,18,6,Sunday,46,5559.74,5653.61,5559.74,5623.54,4159680000.0,1.1475,1.6884,63.8,1,5838.6514,6292.5803,1.2461
2018-11-19,2018,4,11,November,19,0,Monday,47,5620.78,5620.78,4842.91,4871.49,7039560000.0,-13.3307,13.8392,749.29,0,5624.3971,6238.657,-13.3732
2018-11-20,2018,4,11,November,20,1,Tuesday,47,4863.93,4951.61,4272.11,4451.87,8428290000.0,-8.4718,13.9702,412.06,0,5351.88,6170.9743,-8.6138
2018-11-21,2018,4,11,November,21,2,Wednesday,47,4465.54,4675.73,4343.98,4602.17,6120120000.0,3.0597,7.4291,136.63,1,5189.5686,6108.1413,3.3761
2018-11-22,2018,4,11,November,22,3,Thursday,47,4611.57,4629.64,4365.64,4365.94,4569370000.0,-5.3264,5.7247,245.63,0,5006.4129,6037.8147,-5.133
2018-11-23,2018,4,11,November,23,4,Friday,47,4360.7,4396.42,4195.68,4347.11,4871490000.0,-0.3116,4.6034,13.59,0,4830.9214,5966.1903,-0.4313
2018-11-24,2018,4,11,November,24,5,Saturday,47,4347.69,4413.09,3795.16,3880.76,4679500000.0,-10.7397,14.2128,466.93,0,4591.84,5879.6727,-10.7278
2018-11-25,2018,4,11,November,25,6,Sunday,47,3880.78,4120.87,3585.06,4009.97,6825640000.0,3.329,13.8068,129.19,1,4361.33,5797.5133,3.3295
2018-11-26,2018,4,11,November,26,0,Monday,48,4015.07,4107.14,3643.92,3779.13,6476900000.0,-5.8764,11.537,235.94,0,4205.2786,5707.4717,-5.7567
2018-11-27,2018,4,11,November,27,1,Tuesday,48,3765.95,3862.96,3661.01,3820.72,5998720000.0,1.4543,5.3625,54.77,1,4115.1143,5618.616,1.1005
2018-11-28,2018,4,11,November,28,2,Wednesday,48,3822.47,4385.9,3822.47,4257.42,7280280000.0,11.3788,14.7399,434.95,1,4065.8643,5549.4423,11.4298
2018-11-29,2018,4,11,November,29,3,Thursday,48,4269.0044,4413.0205,4145.7651,4278.8465,6503347767.19,0.2305,6.2604,9.8421,1,4053.4224,5480.9282,0.5033
2018-11-30,2018,4,11,November,30,4,Friday,48,4289.089,4322.9764,3942.8221,4017.2685,6048016716.85,-6.3375,8.8633,271.8205,0,4006.3021,5404.2502,-6.1133
2018-12-01,2018,4,12,December,1,5,Saturday,48,4024.4642,4309.3773,3969.7106,4214.6719,5375314093.1,4.7263,8.44,190.2077,1,4054.0038,5332.1466,4.9139
2018-12-02,2018,4,12,December,2,6,Sunday,48,4200.7332,4301.5194,4110.9785,4139.8781,5262697895.12,-1.4487,4.5359,60.8551,0,4072.5621,5257.1945,-1.7746
2018-12-03,2018,4,12,December,3,0,Monday,49,4147.3238,4155.9793,3840.4463,3894.1309,5089570993.52,-6.105,7.6081,253.1929,0,4088.9908,5174.9569,-5.9361
2018-12-04,2018,4,12,December,4,1,Tuesday,49,3886.2949,4075.6277,3832.7499,3956.8939,5028069239.31,1.8166,6.2496,70.599,1,4108.4442,5094.3157,1.6117
2018-12-05,2018,4,12,December,5,2,Wednesday,49,3958.8947,3969.5359,3753.9948,3753.9948,5302481573.52,-5.1757,5.4445,204.8999,0,4036.5264,5005.4602,-5.1277
2018-12-06,2018,4,12,December,6,3,Thursday,49,3754.0745,3874.966,3521.1017,3521.1017,5878333109.03,-6.2059,9.4261,232.9727,0,3928.2771,4907.4632,-6.2039
2018-12-07,2018,4,12,December,7,4,Friday,49,3512.5904,3512.5904,3280.2288,3419.9372,6835615448.4,-2.6377,6.6151,92.6532,0,3842.9441,4803.7898,-2.8731
2018-12-08,2018,4,12,December,8,5,Saturday,49,3421.9104,3506.0434,3350.6507,3476.1147,5305024497.06,1.584,4.5411,54.2043,1,3737.4359,4704.5363,1.6426
2018-12-09,2018,4,12,December,9,6,Sunday,49,3473.2276,3685.3056,3469.0944,3614.2343,4947372847.28,4.0598,6.2251,141.0067,1,3662.3439,4612.1567,3.9734
2018-12-10,2018,4,12,December,10,0,Monday,50,3612.0464,3647.3326,3470.1444,3502.656,5020968740.04,-3.0285,4.9055,109.3904,0,3606.4189,4515.2713,-3.0872
2018-12-11,2018,4,12,December,11,1,Tuesday,50,3497.5547,3513.1849,3392.2501,3424.5881,4696765187.88,-2.0862,3.4577,72.9667,0,3530.3753,4415.7152,-2.2288
2018-12-12,2018,4,12,December,12,2,Wednesday,50,3421.4584,3534.2286,3413.4814,3486.9501,4139364828.95,1.9141,3.5291,65.4918,1,3492.226,4319.5712,1.821
2018-12-13,2018,4,12,December,13,3,Thursday,50,3487.8794,3489.7394,3298.132,3313.6773,4343372456.25,-4.9945,5.4935,174.2021,0,3462.594,4218.0441,-4.9692
2018-12-14,2018,4,12,December,14,4,Friday,50,3311.7519,3329.556,3206.5423,3242.4848,4372763663.29,-2.0916,3.7145,69.2672,0,3437.2436,4134.8486,-2.1484
2018-12-15,2018,4,12,December,15,5,Saturday,50,3243.9975,3275.3778,3191.3036,3236.7616,3551763561.38,-0.2231,2.5917,7.2359,0,3403.0503,4054.473,-0.1765
2018-12-16,2018,4,12,December,16,6,Sunday,50,3236.2748,3305.7531,3233.8198,3252.839,3744248994.38,0.5118,2.2227,16.5643,1,3351.4224,3977.0493,0.4967
2018-12-17,2018,4,12,December,17,0,Monday,51,3253.123,3597.9179,3253.123,3545.8648,5409247918.12,8.9988,10.5989,292.7418,1,3357.5951,3910.1005,9.0083
2018-12-18,2018,4,12,December,18,1,Tuesday,51,3544.7616,3701.3494,3487.1692,3696.0591,5911325472.51,4.2682,6.0422,151.2976,1,3396.3767,3845.8511,4.2358
2018-12-19,2018,4,12,December,19,2,Wednesday,51,3706.8248,3949.323,3687.23,3745.9508,6810689118.78,1.0555,7.0706,39.1259,1,3433.3768,3808.3331,1.3499
2018-12-20,2018,4,12,December,20,3,Thursday,51,3742.1952,4191.2287,3728.9746,4134.4412,8927129279.05,10.4817,12.3525,392.246,1,3550.6288,3797.7522,10.3709
2018-12-21,2018,4,12,December,21,4,Friday,51,4133.7036,4198.4296,3850.9462,3896.5437,7206015706.48,-5.7372,8.4061,237.1599,0,3644.0657,3774.2313,-5.754
2018-12-22,2018,4,12,December,22,5,Saturday,51,3898.0837,4014.1825,3855.7389,4014.1825,5605823232.54,2.9784,4.0647,116.0988,1,3755.1259,3762.506,3.0191
2018-12-23,2018,4,12,December,23,6,Sunday,51,4020.9947,4085.7236,3976.4057,3998.9803,6151275489.92,-0.5475,2.7187,22.0143,0,3861.7175,3750.9017,-0.3787
2018-12-24,2018,4,12,December,24,0,Monday,52,4000.3318,4271.7924,4000.3318,4078.5992,7240968501.11,1.9565,6.786,78.2674,1,3937.8224,3757.4964,1.991
2018-12-25,2018,4,12,December,25,1,Tuesday,52,4081.0305,4089.5616,3760.0204,3815.4906,6158207293.44,-6.5067,8.075,265.5399,0,3954.884,3751.0137,-6.451
2018-12-26,2018,4,12,December,26,2,Wednesday,52,3819.6667,3893.3597,3769.8638,3857.2975,5326547918.24,0.9852,3.2332,37.6308,1,3970.7907,3753.6193,1.0957
2018-12-27,2018,4,12,December,27,3,Thursday,52,3854.6886,3874.4169,3645.4484,3654.8335,5130222366.47,-5.1847,5.94,199.855,0,3902.2753,3748.0898,-5.2489
2018-12-28,2018,4,12,December,28,4,Friday,52,3653.1319,3956.1361,3642.6321,3923.9186,5631554348.36,7.4125,8.5818,270.7867,1,3906.186,3736.973,7.3624
2018-12-29,2018,4,12,December,29,5,Saturday,52,3932.4918,3963.7588,3820.4087,3820.4087,4991655917.48,-2.8502,3.6453,112.0831,0,3878.5041,3721.6918,-2.6379
2018-12-30,2018,4,12,December,30,6,Sunday,52,3822.3848,3901.909,3797.2191,3865.9526,4770578574.97,1.1398,2.7389,43.5677,1,3859.5001,3716.6479,1.1921
2018-12-31,2018,4,12,December,31,0,Monday,1,3866.839,3868.743,3725.8675,3742.7003,4661840806.32,-3.2103,3.6949,124.1387,0,3811.5146,3700.9155,-3.1881
2019-01-01,2019,1,1,January,1,1,Tuesday,1,3746.7134,3850.9138,3707.2313,3843.52,4324200990.19,2.5838,3.8349,96.8066,1,3815.5187,3691.0369,2.6938
2019-01-02,2019,1,1,January,2,2,Wednesday,1,3849.2164,3947.9813,3817.4095,3943.4093,5244856835.71,2.4471,3.3922,94.1929,1,3827.8204,3692.6795,2.5989
2019-01-03,2019,1,1,January,3,3,Thursday,1,3931.0486,3935.6851,3826.2229,3836.7413,4530215218.84,-2.399,2.7846,94.3073,0,3853.8073,3688.6745,-2.705
2019-01-04,2019,1,1,January,4,4,Friday,1,3832.04,3865.9345,3783.8537,3857.7176,4847965467.09,0.6701,2.142,25.6777,1,3844.35,3692.1319,0.5467
2019-01-05,2019,1,1,January,5,5,Saturday,1,3851.974,3904.9031,3836.9001,3845.1945,5137609823.76,-0.176,1.7654,6.7795,0,3847.8908,3702.935,-0.3246
2019-01-06,2019,1,1,January,6,6,Sunday,1,3836.5192,4093.2974,3826.5131,4076.6327,5597027439.6,6.2586,6.9538,240.1135,1,3877.988,3724.8248,6.0189
2019-01-07,2019,1,1,January,7,0,Monday,2,4078.5851,4092.6134,4020.894,4025.2483,5228625637.09,-1.3077,1.7584,53.3368,0,3918.352,3743.1293,-1.2605
2019-01-08,2019,1,1,January,8,1,Tuesday,2,4028.4721,4109.0211,3996.9553,4030.848,5306593305.07,0.059,2.7818,2.3759,1,3945.1131,3757.0164,0.1391
2019-01-09,2019,1,1,January,9,2,Wednesday,2,4031.552,4068.4036,4022.6628,4035.2964,5115905224.63,0.0929,1.1346,3.7444,1,3958.2398,3774.7711,0.1104
2019-01-10,2019,1,1,January,10,3,Thursday,2,4034.4114,4064.0666,3659.1745,3678.9247,6874143795.72,-8.8114,10.036,355.4868,0,3935.6946,3783.249,-8.8314
2019-01-11,2019,1,1,January,11,4,Friday,2,3674.0154,3713.8818,3653.0698,3687.3655,5538712864.66,0.3634,1.6552,13.3501,1,3911.3586,3789.9295,0.2294
2019-01-12,2019,1,1,January,12,5,Saturday,2,3686.9731,3698.9783,3653.8109,3661.301,4778170882.56,-0.6963,1.2251,25.6721,0,3885.0881,3801.5169,-0.7069
2019-01-13,2019,1,1,January,13,6,Sunday,2,3658.8681,3674.76,3544.9272,3552.9531,4681302465.82,-2.8947,3.5484,105.915,0,3810.2767,3811.8659,-2.9593
2019-01-14,2019,1,1,January,14,0,Monday,3,3557.3111,3727.8363,3552.2852,3706.0522,5651384489.83,4.1813,4.9349,148.7411,1,3764.6773,3827.5089,4.3091
2019-01-15,2019,1,1,January,15,1,Tuesday,3,3704.2163,3720.1534,3619.9491,3630.6752,5537192301.96,-1.9853,2.7051,73.5411,0,3707.5097,3840.1034,-2.0339
2019-01-16,2019,1,1,January,16,2,Wednesday,3,3631.5099,3685.7771,3624.6734,3655.0069,5394457144.65,0.647,1.6826,23.497,1,3653.1827,3843.7415,0.6702
2019-01-17,2019,1,1,January,17,3,Thursday,3,3651.871,3680.136,3621.961,3678.564,5464420383.38,0.7309,1.593,26.693,1,3653.1311,3843.1583,0.6445
2019-01-18,2019,1,1,January,18,4,Friday,3,3677.9906,3682.52,3637.0809,3657.8394,5002961726.83,-0.5479,1.2354,20.1511,0,3648.9131,3840.2213,-0.5634
2019-01-19,2019,1,1,January,19,5,Saturday,3,3652.3778,3758.5335,3652.3778,3728.5684,5955691379.94,2.0861,2.9065,76.1905,1,3658.5227,3826.6922,1.9336
2019-01-20,2019,1,1,January,20,6,Sunday,3,3725.4461,3743.388,3583.0195,3601.0136,5582489559.53,-3.3401,4.3047,124.4325,0,3665.3885,3816.8412,-3.421
2019-01-21,2019,1,1,January,21,0,Monday,4,3600.3727,3608.8408,3558.5371,3576.0324,5004347059.45,-0.676,1.3972,24.3403,0,3646.8143,3802.2362,-0.6937
2019-01-22,2019,1,1,January,22,1,Tuesday,4,3575.0812,3620.7466,3539.7213,3604.5771,5313623556.01,0.825,2.2664,29.4958,1,3643.086,3789.0894,0.7982
2019-01-23,2019,1,1,January,23,2,Wednesday,4,3605.557,3623.0678,3565.314,3585.1231,5433755648.65,-0.5667,1.6018,20.434,0,3633.1026,3772.6402,-0.5397
2019-01-24,2019,1,1,January,24,3,Thursday,4,3584.5003,3616.0874,3569.0928,3600.8655,5262869046.44,0.4566,1.311,16.3652,1,3622.0028,3765.486,0.4391
